x-axis,1,2
second,Volt,Ampere
-25.340000E-06,,
-25.335000E-06,,
-25.330000E-06,,
-25.325000E-06,,
-25.320000E-06,,
-25.315000E-06,,
-25.310000E-06,+2.052136689428E+00,+136.416458606720E+00
-25.305000E-06,+2.494347751141E+00,+138.426508903503E+00
-25.300000E-06,+2.052136689418E+00,+138.426508903503E+00
-25.295000E-06,+2.494347751141E+00,+138.426508903503E+00
-25.290000E-06,+1.609925627708E+00,+138.426508903503E+00
-25.285000E-06,+2.052136689431E+00,+140.436559200287E+00
-25.280000E-06,+2.494347751141E+00,+140.436559200287E+00
-25.275000E-06,+1.609925627708E+00,+140.436559200287E+00
-25.270000E-06,+1.609925627708E+00,+140.436559200287E+00
-25.265000E-06,+2.052136689415E+00,+138.426508903503E+00
-25.260000E-06,+2.052136689434E+00,+140.436559200287E+00
-25.255000E-06,+1.609925627708E+00,+140.436559200287E+00
-25.250000E-06,+1.609925627708E+00,+140.436559200287E+00
-25.245000E-06,+1.609925627708E+00,+140.436559200287E+00
-25.240000E-06,+2.494347751141E+00,+140.436559200287E+00
-25.235000E-06,+1.609925627708E+00,+140.436559200287E+00
-25.230000E-06,+2.052136689441E+00,+140.436559200287E+00
-25.225000E-06,+2.052136689441E+00,+142.446609497070E+00
-25.220000E-06,+2.494347751141E+00,+140.436559200287E+00
-25.215000E-06,+1.609925627708E+00,+141.441584348642E+00
-25.210000E-06,+2.052136689405E+00,+141.441584348722E+00
-25.205000E-06,+2.494347751141E+00,+142.446609497070E+00
-25.200000E-06,+1.609925627708E+00,+141.441584348722E+00
-25.195000E-06,+1.609925627708E+00,+142.446609497070E+00
-25.190000E-06,+2.494347751141E+00,+142.446609497070E+00
-25.185000E-06,+1.609925627708E+00,+142.446609497070E+00
-25.180000E-06,+1.609925627708E+00,+140.436559200287E+00
-25.175000E-06,+2.494347751141E+00,+142.446609497070E+00
-25.170000E-06,+2.052136689447E+00,+142.446609497070E+00
-25.165000E-06,+2.494347751141E+00,+142.446609497070E+00
-25.160000E-06,+1.609925627708E+00,+142.446609497070E+00
-25.155000E-06,+1.609925627708E+00,+142.446609497070E+00
-25.150000E-06,+2.052136689399E+00,+142.446609497070E+00
-25.145000E-06,+2.052136689450E+00,+142.446609497070E+00
-25.140000E-06,+1.609925627708E+00,+142.446609497070E+00
-25.135000E-06,+2.494347751141E+00,+142.446609497070E+00
-25.130000E-06,+2.494347751141E+00,+142.446609497070E+00
-25.125000E-06,+2.052136689453E+00,+142.446609497070E+00
-25.120000E-06,+2.494347751141E+00,+142.446609497070E+00
-25.115000E-06,+2.052136689457E+00,+144.456659793854E+00
-25.110000E-06,+2.494347751141E+00,+143.451634645389E+00
-25.105000E-06,+2.052136689392E+00,+144.456659793854E+00
-25.100000E-06,+2.494347751141E+00,+144.456659793854E+00
-25.095000E-06,+1.609925627708E+00,+144.456659793854E+00
-25.090000E-06,+1.609925627708E+00,+144.456659793854E+00
