x-axis,1,2
second,Volt,Ampere
-5.000000E-06,-1.336362129077E+00,+249.702422072180E+00
-4.998698E-06,-1.430564509735E+00,+249.820209692959E+00
-4.997396E-06,-802.428473741E-03,+250.197061819525E+00
-4.996094E-06,-566.754915414E-03,+249.843703873025E+00
-4.994792E-06,+940.531865326E-03,+249.286328473233E+00
-4.993490E-06,-33.103569657E-03,+249.702415049553E+00
-4.992189E-06,-928.084707796E-03,+249.655317136450E+00
-4.990887E-06,-1.006086836741E+00,+249.686711999785E+00
-4.989585E-06,+1.395731634053E+00,+249.655251591937E+00
-4.988283E-06,+61.099279176E-03,+249.404048910887E+00
-4.986981E-06,-503.813500016E-03,+249.380357160934E+00
-4.985679E-06,+374.806334180E-03,+248.901614756019E+00
-4.984377E-06,-1.195086648595E+00,+249.121212129032E+00
-4.983075E-06,-1.351950007774E+00,+248.618778910513E+00
-4.981773E-06,-1.053705360543E+00,+248.359751624646E+00
-4.980471E-06,-1.068664948271E+00,+248.312534326895E+00
-4.979169E-06,+579.212372796E-03,+248.030091046202E+00
-4.977867E-06,+45.547449961E-03,+248.226418729103E+00
-4.976566E-06,+45.319916868E-03,+248.477674079851E+00
-4.975264E-06,-378.625441050E-03,+248.712838029595E+00
-4.973962E-06,-692.826888947E-03,+248.249827935391E+00
-4.972660E-06,-1.210724153852E+00,+248.218193834586E+00
-4.971358E-06,-1.193629687720E+00,+247.825861977769E+00
-4.970056E-06,+940.131107450E-03,+247.841582115928E+00
-4.968754E-06,+186.384718561E-03,+247.880774664012E+00
-4.967452E-06,-504.824758207E-03,+247.825957017312E+00
-4.966150E-06,-1.508881720516E+00,+247.967140735477E+00
-4.964848E-06,-1.226096203833E+00,+247.912189424788E+00
-4.963546E-06,-802.914439483E-03,+247.872477202356E+00
-4.962244E-06,-1.367633394189E+00,+247.291904913679E+00
-4.960943E-06,-1.210467125728E+00,+247.260546099826E+00
-4.959641E-06,-912.715466865E-03,+247.284501198266E+00
-4.958339E-06,-1.289880802565E+00,+247.739040371944E+00
-4.957037E-06,-1.947717844424E+00,+247.276421672114E+00
-4.955735E-06,-849.553072825E-03,+247.472355385679E+00
-4.954433E-06,-849.454756057E-03,+247.307619199649E+00
-4.953131E-06,-756.006137290E-03,+247.291544418861E+00
-4.951829E-06,-1.383697875126E+00,+246.930716510174E+00
-4.950527E-06,-1.587689578789E+00,+246.899077259443E+00
-4.949225E-06,-1.650176864352E+00,+246.663380526449E+00
-4.947923E-06,-1.428710536386E+00,+246.310808645923E+00
-4.946622E-06,+139.403849229E-03,+246.601034863850E+00
-4.945320E-06,-158.912896965E-03,+246.647842040224E+00
-4.944018E-06,-412.371011504E-03,+246.451753594793E+00
-4.942716E-06,-2.372794313356E+00,+246.420088126257E+00
-4.941414E-06,-2.370518982427E+00,+246.192633142083E+00
-4.940112E-06,-677.072808094E-03,+246.153028599921E+00
-4.938810E-06,-863.958341249E-03,+245.863506049151E+00
